sentence,label,text_clean
"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae .",neutral,company indicate level investment unit say purchase equipment nokia corporation mobile phone laboratory jyvaeskylae
Why not subscribe to the magazine ?,neutral,subscribe magazine
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,neutral,vianor sell tire car truck well range car part provide maintenance service
"With the new arrangement , customer responsibilities will become mainly regional .",neutral,new arrangement customer responsibility become mainly regional
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",neutral,acquisition wireless modem unit approximately employee transfer renesas electronics corporation
You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,neutral,hear late insight update citycon strategy well late news business unit
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative,third quarter fiscal efore swing net loss eur versus net profit eur corresponding period fiscal
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",negative,konecrane oyj kcr fh fall percent euro big fall since June
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",negative,net sale financial year expect amount eur operating result ebit expect loss announce
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,negative,operating loss totale eur mn compare profit eur mn corresponding period
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative,production level agree producer long time ago fall consumption lead loss
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative,return investment roi compare first half
"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",negative,ssh communication security corp stock exchange release october p.m. company update full year outlook estimate result remain loss full year
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",negative,sale result capital loss eur solidium obtain tikkurila share march
The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,neutral,fair value investment property eur million
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative,total mn passenger ship journey take place northern baltic sea slightly mn
Finnish media group Talentum has issued a profit warning .,negative,finnish media group talentum issue profit warning
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",negative,finnish shipping company finnline pretax loss totall eur mn third quarter compare profit eur mn third quarter
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative,finland city forssa say pay compensation food industry company hk ruokatalo atria lye leak tap water occur march
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",negative,acando ab acanb ss fall percent kronor low close since dec
"According shipping company Viking Line , the EU decision will have a significant financial impact .",neutral,accord shipping company viking line eu decision significant financial impact
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative,accord ceo matti perkonoja parent company hkscan company performance first quarter remain clearly level corresponding period
"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear .",neutral,point separate company name palmberg tekmanni lemcon forssan betoni suonenjoen betonituote among other disappear
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",negative,cencorp net sale first quarter estimate eur compare eur first quarter
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,negative,dilute earnings per share eps stand eur versus eur
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,negative,earnings per share eps amount loss eur
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,negative,earnings per share eps amount loss eur
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,negative,expense ratio compare corresponding period
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative,finnish automation solution developer cencorp corporation omx helsinki cnc issue Thursday september profit warning third quarter
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative,finnish communication electronics component supplier scanfil oyj tuesday say sale first half low period year ago
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,negative,finnish forest industry group stora enso oyj issue Thursday march profit warning first quarter
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,finnish technology company raute corporation omx helsinki rutav issue tuesday september profit warning financial year
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,company operating loss totall eur mn compare profit eur mn
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative,last year million passenger fly airline percent
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,loss financial item totall eur mn compare profit eur mn corresponding period
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative,loss period totall eur mn compare profit eur mn
Net loss in the same period in 2009 was euro18 .6 million .,neutral,net loss period euro million
Nokia Siemens Networks has struggled to make a profit in the past two years .,negative,nokia siemen network struggle make profit past two year
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,operating loss amount eur mn first half compare profit eur mn first half
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",negative,operating loss pulp paper machinery unit eur mn september august compare profit eur mn year early
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,operating loss totale eur mn compare profit eur mn
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative,operating loss totall eur mn compare profit eur mn first half
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",negative,operating loss totall eur mn compare profit eur mn third quarter
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative,operating loss totall eur mn compare profit eur mn second quarter
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,operating loss totall eur mn compare loss eur mn corresponding period
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative,operating profit non recur item eur mn first nine month compare eur corresponding period
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative,pretax loss totale eur mn compare loss eur mn corresponding period
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,negative,pretax loss totall eur mn compare profit eur mn
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,pretax loss totall eur mn compare loss eur mn corresponding period
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,negative,pretax profit totale eur mn compare eur mn first quarter
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",negative,publish sweden operating loss eur mn compare profit eur mn year ago
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative,rival say qualcomm few patent phone early version low rate
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,company report today operating loss eur net sale eur first quarter
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",negative,company annual loss amount eek mn compare profit eek mn
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",negative,fair value change investment property eur mn compare eur mn third quarter
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,negative,stock hit profit warning finnish rival rautaruukki oyj omx rtrk
Finnish Bank of +land +landsbanken has issued a profit warning .,negative,finnish bank land landsbanken issue profit warning
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,negative,finnish forest machinery manufacturer ponsse issue profit warning
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative,cerberus capital management lp back printing paper maker newpage corp post mix second quarter result casting cloud plan initial public offering
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative,finnish electronics manufacturing service ems company elcoteq be post net loss mln euro mln first half compare net profit mln euro mln period
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,negative,finnish laboratory liquid handling diagnostic test system developer biohit oyj omx helsinki biobv issue tuesday June profit warning financial year
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,negative,finnish retail software developer aldata solution oyj report net loss mln euro mln versus net profit mln euro mln
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,finnish textile clothing group marimekko oyj post net profit mln euro mln compare mln euro mln
"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",negative,stora enso net loss eur million compare eur million previous year
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,january June dilute loss per share stand eur versus eur first half
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative,october upm report third quarter net loss euro million million compare net profit euro million
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative,operating loss amount eur mn compare profit eur mn second quarter
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",negative,operating loss non recur item eur mn compare profit eur mn
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",negative,operating profit margin compare year early
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,negative,operating profit eur mn compare eur mn
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",negative,operating result show loss eur mn year show profit eur mn
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",negative,salcomp oyj finnish maker mobile phone charger Monday post eur million loss second quarter compare million profit period previous year
Scanfil has also issued a profit warning .,negative,scanfil also issue profit warning
Scanfil issued a profit warning on 10 April 2006 .,negative,scanfil issue profit warning april
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,operating loss amount eur mn compare profit eur mn year early
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",negative,period end cash cash equivalent totale eur compare eur previous year
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative,poor index figure give finnish power company fortum
The real estate company posted a net loss of +  x201a - 59.3 million +  x201a - 0.21 per share compared with a net profit of +  x201a - 31 million +  x201a - 0.11 per share for the corresponding quarter of 2007 .,negative,real estate company post net loss million per share compare net profit million per share corresponding quarter
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative,tighten competition situation production automation market affect net sale cencorp say
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,tietoenator pct extend recent low last week second quarter report dealer say
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive,operating profit exclude restructuring cost grow eur million eur million operating profit include restructuring cost show even large growth eur million eur million
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,china base operation enable we fully leverage resource expertise wireless solution also strengthen capability offer industry lead product customer china
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",positive,cost cutting measure produce around eur savings past nine month dampen airline loss finnair say
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,positive,group turnover full fiscal year expect show slight increase previous fiscal year
The talks are aimed at restructuring operations and cutting costs .,positive,talk aim restructuring operation cut cost
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive,consolidate operating profit exclude one item eur mn eur mn year early
EBIT excluding non-recurring items was estimated to increase from 2009 .,positive,ebit exclude non recur item estimate increase
"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force .",neutral,february new wording identity document act make mobile id state approve electronic document february st enter force
Lean System supports change management and component purchasing extremely well .,positive,lean system support change management component purchase extremely well
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,positive,operating profit exclude non recur item increase eur mn eur mn corresponding period
The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .,neutral,plan ethanol energy production plant operate correlation waste treatment unit paper mill
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,cash flow business operation totall eur mn compare negative eur mn first half
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",positive,cash flow operation totall eur mn compare negative eur mn corresponding period
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",positive,cash flow operation totall eur mn compare negative eur mn second quarter
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",positive,ebit exclude non recur item totall eur mn eur mn
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive,finnish energy company fortum oyj say November grant environmental permit build biofuel fire combine heat power chp plant vartan harbor eastern stockholm
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive,nokia pct eur kick morning negative territory
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",positive,return investment compare negative
"Thus the method will cut working costs , and will fasten the planning and building processes .",positive,thus method cut working cost fast planning building process
Results are expected late in 2006 .,neutral,result expect late
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,copy republication redistribution afx news content include frame similar means expressly prohibit without prior write consent afx news
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",neutral,company report profit euro mln sale varesvuo partner sub group loss euro cause sale program production subsidiary oy filmiteollisuuus fine ab
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",negative,far norwegian norske skog reduce staff level person plan reduce production ton finnish swedish stora enso cut staff person production ton
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,neutral,extract filtrate high clarity dry filter cake meet require transport moisture limit tml ore grade
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,negative,march finnish electronics contract manufacturer scanfil oyj hel scf say today plan merge wholly own scanfil ems group ojala yhtyma oy hit snag shareholder domestic rival reject deal
"As part of its new strategy , Finnish Biohit is planning to incorporate its diagnostics business into a separate limited company .",neutral,part new strategy finnish biohit planning incorporate diagnostics business separate limited company
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",neutral,split number share number share
All reproduction for further distribution is prohibited .,neutral,reproduction distribution prohibit
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,neutral,consequence work council withdraw petition suspend reorganisation
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral,establish srv group private finnish construction concern operation finland baltic country russia
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",neutral,initial estimate total value contract euro exclude vat
"It would be premature to talk about dates , volume and the investment procedure , '' he said .",neutral,would premature talk date volume investment procedure say
"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",neutral,mr clausen however refuse comment option nordea would consider buy citadele bank
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,neutral,nokia capcom announce resident evil degeneration release gage late year
Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,neutral,olli pekka kallasvuo elect vice chairman board
Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,neutral,olli pekka laine appoint chairman erkki pehu lehtonen vice chairman board
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,neutral,risk exposure non life insurance moving month expense function non life insurance exclude expense investment management expense service render non life insurance investment portfolio allocation
"Secure your files online Like filling out a tax return , making a backup is boring .",neutral,secure file online like fill tax return make backup boring
"The effect may remain short-lived , however .",neutral,effect may remain short live however
The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,neutral,ipad application join iphone app part monster range mobile application job hunting
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral,issue come connection discussion local municipality concern sale water industrial facility
The number of bodily injury cases quadrupled in 2000-2006 .,negative,number bodily injury case quadruple
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",neutral,purchase price pay cash upon closure transaction schedule april
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral,size extension already let gross area sq sq ft
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,neutral,term condition stock option scheme available company internet page
"Tieto 's service is also used to send , process and receive materials related to absentee voting .",neutral,tieto service also use send process receive material related absentee voting
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral,trading code eli number share price share gratuitous transfer elisa hold total share
"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",neutral,wife look forward get paycheck quip recently six knot current swirl around anchore heavily sponsor jet sled
"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",neutral,tweeple check follow cautious click url tinyurl
`` We have the most expensive water brand in Finland at the moment . '',neutral,expensive water brand finland moment
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,neutral,september finnish electrical component maker salcomp oyj hel sal announce today launch late twist charge platform
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral,total stock option issue stock option scheme
Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,neutral,finnish energy company fortum set new stricter target limit short term carbon dioxide emission heat electricity production
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",negative,finnish food worker union sel plan hast collective bargain two day strike would begin april finland
Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,neutral,finnish honkarakenne specialise building log house plan use pine russian karelia
"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .",neutral,finnish konecrane try acquire italian fantuzzi manufacturer gantry crane reach stacker
Finnish publishing and printing group Ilkka-Yhtym+ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral,finnish publishing printing group ilkka yhtym introduce staff smoking ban begin company three newspaper
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,neutral,finnish stockmann group mail order unit hobby hall launch trial marketing campaign russia
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",neutral,accord prosecutor share transaction carry hk ruokatalo proceed negotiation concern acquisition swedish meat
"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .",neutral,accord tiimari consumer advise cut away rabbit bow tie contain formadehyde dispose
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",neutral,alpina sport lebanon new hampshire usa base distributor alpina ski shoe ski exel ski pole start ski wax also peltonen cross country ski
Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,neutral,among big Christmas seller satin bow shift dress style outfit wear victoria beckham Paris hilton prom dress
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",neutral,among scandinavian company present st petersburg also name swedish concern ncc implement project field asphalt production road housing construction project swedish krona
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral,international conference call audio webcast concern financial result january march begin eet
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,negative,arcelormittal chief executive officer lakshmi mittal already cut output furnace
"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",neutral,part plan board director decide transfer maximum share hold company share issue payment direct aspo management oy hold company acquire management
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",negative,result person make redundant total person lay temporarily
"As a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms .",neutral,result start negotiation bank provisional amendment concern covenant credit term
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,neutral,atria say offer would give swedish company continue ownership control slaughtering cutting operation
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",neutral,aug curb deliver newstex late rack covering shopping retail sidewalk
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,neutral,bertrand sciard vice chairman board director aldata solution since april
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,neutral,bovine slaughtering cutting kuopio facility transfer kauhajoki slaughterhouse
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,negative,chief executive officer olli pekka kallasvuo change tuesday mark third time nine month company reshuffle executive operation nokia lose ground apple iphone rim blackberry
"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",neutral,finland base international machinery rental company ramirent plc omx helsinki rmr say Friday may president ceo kari kallio inform board intention retire year
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",neutral,huhtamaki rigid plastic consumer goods operation mainly europe separate new reporting segment january
It is a disappointment to see the plan folded .,negative,disappointment see plan fold
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,neutral,kesko previously publish stock exchange release concern deal february
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",negative,last year upm cut production close mill finland slash job
Less than ten people will face pension agreements .,neutral,less ten person face pension agreement
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",negative,adpnew dec finnish cutlery hand tool maker fiskar oyj abp hel fisa say today make redundant total office management staff member subsidiary iittala group ltd
"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .",neutral,adpnew dec finnish investment group neomarkka oyj hel nembv say today furlough employee unit reka cable ltad less day start january
Managing Director Timo Kohtam+ki of Lemmink+inen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,neutral,manage director timo kohtam ki lemmink inen infra nevertheless point continue need infrastructure construction baltic market
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,neutral,mr kari stadigh carry chairman board mr matti arteva vice chairman
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",neutral,neste oil refinery combine crude oil refine capacity approximately barrel day
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",neutral,new chairman board director mr chaim katzman give presentation answer question
"On 20 March 2006 , Stora Enso refused to comment the news in any way .",neutral,march stora enso refuse comment news way
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,neutral,panostaja oyj board also decide organisational meeting hold upon completion agm implement agm decision concern board member fee pay share way share transfer quarterly basis date follow publication quarterly annual report
Rapala Fishing Frenzy 2009 .,neutral,rapala fishing frenzy
Residents access to the block is planned to be from Aleksandri Street .,neutral,resident access block plan aleksandri street
"Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",neutral,russian media venture minority shareholder peter hervy deny plan sell ova press daily say
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,neutral,sanoma announce stock option scheme december
"shock phase ' , consumers have once again started to plan and implement building projects .",neutral,shock phase consumer start plan implement building project
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,neutral,short term license game cost little purchase game outright cost much
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,neutral,adjustment concern staff specialty paper fiber composite segment
The appointments will be in force until the new CEO has been appointed .,neutral,appointment force new ceo appoint
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",neutral,authorisation force end next annual general meeting repeal authorisation acquire share give general meeting hold april
The authorization is in force for a period of 18 months from the resolution by the General Meeting .,neutral,authorization force period month resolution general meeting
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",neutral,business gross write premium eur net combine ratio staff total office uk germany benelux
"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",neutral,chill meat product category lead meat fish poultry market finland accounting share
"The company can be split into two parts over the coming months , with Essent owning and operating production and supply , and Enexis owning and operating the grid .",neutral,company split two part come month essent own operating production supply enexis own operating grid
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",neutral,company continuous need alloy nickel ferro chrome molybdenum manganese production say talvivaara
The company is reportedly searching for a replacement for CEO Olli-Pekka Kallasvuo .,neutral,company reportedly search replacement ceo olli pekka kallasvuo
